fiscal_year,state,district,survey,headcount_ratio,intensity,mpi,unit,note
2015-16,Jharkhand,Hazaribagh,NFHS-4,35.75,43.7,0.156,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Jamtara,NFHS-4,50.62,47.54,0.241,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Khunti,NFHS-4,48.65,47.27,0.23,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Koderma,NFHS-4,32.68,44.69,0.146,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Latehar,NFHS-4,52.91,50.52,0.267,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Lohardaga,NFHS-4,45.33,47.04,0.213,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Pakur,NFHS-4,60.66,51.95,0.315,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Palamu,NFHS-4,45.46,51.05,0.232,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Pashchimi Singhbhum (West Singhbhum),NFHS-4,57.6,53.9,0.31,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Purbi Singhbhum (East Singhbum),NFHS-4,23.99,45.92,0.11,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Ramgarh,NFHS-4,29.57,44.26,0.131,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Ranchi,NFHS-4,27.6,43.72,0.121,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Sahebganj,NFHS-4,55.72,52.57,0.293,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Saraikela-Kharsawan,NFHS-4,41.79,46.33,0.194,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Jharkhand,Simdega,NFHS-4,49.98,47.3,0.236,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Alappuzha,NFHS-4,0.71,37.34,0.003,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Ernakulam,NFHS-4,0.1,38.1,0,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Idukki,NFHS-4,1.65,37.53,0.006,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Kannur,NFHS-4,0.44,36.04,0.002,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Kasaragod,NFHS-4,0.94,52.3,0.005,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Kollam,NFHS-4,0.72,42.76,0.003,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Kottayam,NFHS-4,0,,0,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Kozhikode,NFHS-4,0.26,37.31,0.001,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Malappuram,NFHS-4,1.11,36.64,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Palakkad,NFHS-4,0.62,37.04,0.002,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Pathanamthitta,NFHS-4,0.83,42.48,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Thiruvananthapuram,NFHS-4,1.08,37.4,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Thrissur,NFHS-4,0.33,37.12,0.001,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Kerala,Wayanad,NFHS-4,3.48,40.94,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Ahmednagar,NFHS-4,15.4,43.63,0.067,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Akola,NFHS-4,13.38,40.01,0.054,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Amravati,NFHS-4,12.24,41.9,0.051,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Aurangabad,NFHS-4,14.22,42.74,0.061,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Bhandara,NFHS-4,8.19,38.79,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Bid (Beed),NFHS-4,22.49,43.14,0.097,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Buldhana,NFHS-4,18.22,43.6,0.079,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Chandrapur,NFHS-4,17.65,43,0.076,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Dhule,NFHS-4,33.23,50.13,0.167,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Gadchiroli,NFHS-4,20.58,41.66,0.086,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Gondia,NFHS-4,18.75,39.31,0.074,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Hingoli,NFHS-4,28.05,42.27,0.119,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Jalgaon,NFHS-4,18.6,45.58,0.085,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Jalna,NFHS-4,28.65,42.55,0.122,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Kolhapur,NFHS-4,10.17,40.38,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Latur,NFHS-4,17.79,41.29,0.073,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Mumbai,NFHS-4,3.59,39.73,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Mumbai Suburban,NFHS-4,4.65,42.97,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Nagpur,NFHS-4,6.72,38.02,0.026,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Nanded,NFHS-4,27.37,41.45,0.113,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Nandurbar,NFHS-4,52.12,53.76,0.28,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Nashik,NFHS-4,18.31,45.39,0.083,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Osmanabad,NFHS-4,17.75,41.66,0.074,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Palghar,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Parbhani,NFHS-4,23.28,40.35,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Pune,NFHS-4,5.29,39.45,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Raigad,NFHS-4,10.04,45.58,0.046,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Ratnagiri,NFHS-4,18.47,40.77,0.075,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Sangli,NFHS-4,10.18,40.67,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Satara,NFHS-4,11.02,40.33,0.044,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Sindhudurg,NFHS-4,15.39,39.86,0.061,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Solapur,NFHS-4,12.6,42.55,0.054,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Thane,NFHS-4,15.24,46.87,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Wardha,NFHS-4,8.82,40.48,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Washim,NFHS-4,22.53,41.67,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Maharashtra,Yavatmal,NFHS-4,23.54,43.56,0.103,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,East Garo Hills,NFHS-4,41.78,47.83,0.2,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,East Jaintia Hills,NFHS-4,46.07,52.24,0.241,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,East Khasi Hills,NFHS-4,23.39,46.28,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,North Garo Hills,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,Ri Bhoi,NFHS-4,46.31,49.83,0.231,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,South Garo Hills,NFHS-4,11.27,42.05,0.047,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,South West Garo Hills,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,South West Khasi Hills,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,West Garo Hills,NFHS-4,27.29,46.74,0.128,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,West Jaintia Hills,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Meghalaya,West Khasi Hills,NFHS-4,39.59,46.67,0.185,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Ariyalur,NFHS-4,8.71,38.73,0.034,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Chennai,NFHS-4,0.93,41.86,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Coimbatore,NFHS-4,2.29,40.14,0.009,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Cuddalore,NFHS-4,6.28,39.61,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Dharmapuri,NFHS-4,5.26,39.68,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Dindigul,NFHS-4,4.16,38.87,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Erode,NFHS-4,2.73,42.54,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Kanchipuram,NFHS-4,2.97,38.76,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Kanniyakumari,NFHS-4,1.52,35.81,0.005,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Karur,NFHS-4,4.4,39.86,0.018,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Krishnagiri,NFHS-4,4.9,41.13,0.02,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Madurai,NFHS-4,5.82,39.2,0.023,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Nagapattinam,NFHS-4,8.18,40.3,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Namakkal,NFHS-4,2.59,41.35,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Perambalur,NFHS-4,7.61,39.81,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Pudukkottai,NFHS-4,11.14,39.1,0.044,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Ramanathapuram,NFHS-4,6.53,41.46,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Salem,NFHS-4,6.56,44.73,0.029,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Sivaganga,NFHS-4,8.64,38.43,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Thanjavur,NFHS-4,7.23,38.16,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,The Nilgiris,NFHS-4,2.03,39.01,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Theni,NFHS-4,4.76,39.91,0.019,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Thiruvallur,NFHS-4,2.53,38.74,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Thiruvarur,NFHS-4,6.79,40.41,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Thoothukkudi (Tuticorin),NFHS-4,7.9,40.5,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Tiruchirappalli,NFHS-4,3.73,38.06,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Tirunelveli,NFHS-4,5.52,40.35,0.022,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Tiruppur,NFHS-4,3.11,38.99,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Tiruvannamalai,NFHS-4,5.92,40.35,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Vellore,NFHS-4,3.16,37.63,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Villupuram,NFHS-4,9.29,40.52,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Tamil Nadu,Virudhunagar,NFHS-4,7.99,39.26,0.031,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Anugul,NFHS-4,24.57,43.44,0.107,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Balangir,NFHS-4,27.49,45.11,0.124,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Baleshwar,NFHS-4,24.43,44.85,0.11,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Bargarh,NFHS-4,24.77,42.96,0.106,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Baudh (Boudh),NFHS-4,33.03,43.89,0.145,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Bhadrak,NFHS-4,28.32,43.39,0.123,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Cuttack,NFHS-4,14.97,43.12,0.065,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Deogarh,NFHS-4,37.1,47.6,0.177,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Dhenkanal,NFHS-4,29.98,44.52,0.133,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Gajapati,NFHS-4,38.76,47.24,0.183,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Ganjam,NFHS-4,21.88,44.92,0.098,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Jagatsinghapur,NFHS-4,11.83,41.38,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Jajapur,NFHS-4,20.75,44.12,0.092,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Jharsuguda,NFHS-4,18.41,42.67,0.079,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Kalahandi,NFHS-4,47.28,47.86,0.226,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Kandhamal,NFHS-4,44.75,46.99,0.21,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Kendrapara,NFHS-4,21.82,42.2,0.092,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Kendujhar,NFHS-4,41.69,50.25,0.209,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Khordha,NFHS-4,15.5,44.75,0.069,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Koraput,NFHS-4,51.14,51.77,0.265,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Malkangiri,NFHS-4,58.66,52.64,0.309,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Mayurbhanj,NFHS-4,45.06,46.9,0.211,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Nabarangpur,NFHS-4,59.32,50.87,0.302,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Nayagarh,NFHS-4,20.49,44.42,0.091,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Nuapada,NFHS-4,37.8,45.67,0.173,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Puri,NFHS-4,11.64,39.56,0.046,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Rayagada,NFHS-4,48.14,50.78,0.244,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Sambalpur,NFHS-4,24.37,43.1,0.105,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Sonepur,NFHS-4,28.05,41.47,0.116,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Odisha,Sundargarh,NFHS-4,24.76,45.29,0.112,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Ajmer,NFHS-4,17.9,44.71,0.08,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Alwar,NFHS-4,29.96,45.16,0.135,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Banswara,NFHS-4,50.97,49.93,0.254,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Baran,NFHS-4,32.4,44.5,0.144,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Barmer,NFHS-4,53.54,52.52,0.281,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Bharatpur,NFHS-4,40,47.73,0.191,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Bhilwara,NFHS-4,27.23,46.39,0.126,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Bikaner,NFHS-4,22.21,47.25,0.105,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Bundi,NFHS-4,33.07,46.21,0.153,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Chittorgarh,NFHS-4,27.72,47.31,0.131,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Churu,NFHS-4,22.79,44.03,0.1,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Dausa,NFHS-4,27.29,42.89,0.117,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Dholpur,NFHS-4,39.82,46.03,0.183,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Dungarpur,NFHS-4,44.69,49.31,0.22,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Ganganagar,NFHS-4,18.23,42.13,0.077,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Hanumangarh,NFHS-4,19.08,45.46,0.087,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Jaipur,NFHS-4,15.07,41.96,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Jaisalmer,NFHS-4,50.07,52.72,0.264,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Jalore,NFHS-4,40.41,49.61,0.2,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Jhalawar,NFHS-4,32.74,47.04,0.154,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Jhunjhunu,NFHS-4,12.76,43.5,0.055,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Jodhpur,NFHS-4,26.77,47.77,0.128,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Karauli,NFHS-4,39.9,45.89,0.183,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Kota,NFHS-4,13.3,45.23,0.06,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Nagaur,NFHS-4,20.79,46.46,0.097,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Pali,NFHS-4,23.62,46.04,0.109,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Pratapgarh,NFHS-4,52.33,50.28,0.263,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Rajsamand,NFHS-4,29.42,45.91,0.135,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Sawai Madhopur,NFHS-4,33.25,45.53,0.151,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Sikar,NFHS-4,14.27,43.3,0.062,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Sirohi,NFHS-4,41.71,50.59,0.211,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Tonk,NFHS-4,25.23,42.82,0.108,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Rajasthan,Udaipur,NFHS-4,47.53,52.51,0.25,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Agra,NFHS-4,32.83,46.83,0.154,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Aligarh,NFHS-4,37.26,46.55,0.173,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Allahabad (Prayagraj),NFHS-4,32.77,46.56,0.153,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Ambedkar Nagar,NFHS-4,34.03,43.55,0.148,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Amethi,NFHS-4,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Auraiya,NFHS-4,29.82,44.92,0.134,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Azamgarh,NFHS-4,32.77,43.44,0.142,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Baghpat,NFHS-4,21.08,47.03,0.099,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Bahraich,NFHS-4,71.85,54.38,0.391,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Ballia,NFHS-4,37.11,45.09,0.167,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Balrampur,NFHS-4,69.45,53.77,0.373,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Banda,NFHS-4,40.18,46.08,0.185,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Barabanki,NFHS-4,44.77,49.41,0.221,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Bareilly,NFHS-4,38.58,49.26,0.19,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Basti,NFHS-4,43.26,46.04,0.199,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Bijnor,NFHS-4,29.76,45.11,0.134,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Budaun,NFHS-4,57.1,52.22,0.298,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Bulandshahr,NFHS-4,32.88,46.59,0.153,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Chandauli,NFHS-4,37.91,44.44,0.168,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Chitrakoot,NFHS-4,52.81,48.17,0.254,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Deoria,NFHS-4,31.36,45.43,0.142,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Etah,NFHS-4,38.47,45.61,0.175,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Etawah,NFHS-4,27.29,42.47,0.116,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Faizabad (Ayodhya),NFHS-4,38.73,45.84,0.178,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Farrukhabad,NFHS-4,39.18,48.04,0.188,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Fatehpur,NFHS-4,42.63,47.3,0.202,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Firozabad,NFHS-4,32.03,46.66,0.149,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Gautam Buddha Nagar,NFHS-4,15.17,43.96,0.067,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Ghaziabad,NFHS-4,16.59,45.47,0.075,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Ghazipur,NFHS-4,41.04,44.95,0.184,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2015-16,Uttar Pradesh,Gonda,NFHS-4,59.26,50.81,0.301,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
