fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2021-22,2021,July,Odisha,GST collected from State,CESS,592.2005496,amount in rupees crores,
2021-22,2021,July,Arunachal Pradesh,GST collected from State,CESS,0.0339376,amount in rupees crores,
2021-22,2021,July,Madhya Pradesh,GST collected from State,CESS,484.0333929,amount in rupees crores,
2021-22,2021,July,Gujarat,GST collected from State,CESS,431.6756059,amount in rupees crores,
2021-22,2021,July,Daman and Diu,GST collected from State,CESS,0.0,amount in rupees crores,
2021-22,2021,July,Dadra and Nagar Haveli,GST collected from State,CESS,0.0399876,amount in rupees crores,
2021-22,2021,July,Maharashtra,GST collected from State,CESS,1067.7293078,amount in rupees crores,
2021-22,2021,July,Karnataka,GST collected from State,CESS,281.7992987,amount in rupees crores,
2021-22,2021,July,Nagaland,GST collected from State,CESS,0.586859,amount in rupees crores,
2021-22,2021,July,Sikkim,GST collected from State,CESS,0.0203998,amount in rupees crores,
2021-22,2021,July,Andaman and Nicobar Islands,GST collected from State,IGST,2.4915426,amount in rupees crores,
2021-22,2021,July,Himachal Pradesh,GST collected from State,CESS,0.88872,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,IGST,1101.5846274,amount in rupees crores,
2021-22,2021,July,Andhra Pradesh,GST collected from State,IGST,956.1925597,amount in rupees crores,
2021-22,2021,July,Ladakh,GST collected from State,IGST,2.4312379,amount in rupees crores,
2021-22,2021,July,Other Territory,GST collected from State,IGST,123.4975745,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,161.3830153,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,July,Jammu and Kashmir,GST collected from State,CESS,7.3557202,amount in rupees crores,
2021-22,2021,July,Punjab,GST collected from State,CESS,20.3453375,amount in rupees crores,
2021-22,2021,July,Bihar,GST collected from State,CESS,171.2053596,amount in rupees crores,
2021-22,2021,July,Chandigarh,GST collected from State,CESS,0.3823045,amount in rupees crores,
2021-22,2021,July,Uttarakhand,GST collected from State,CESS,7.3041478,amount in rupees crores,
2021-22,2021,July,Haryana,GST collected from State,CESS,424.4959028,amount in rupees crores,
2021-22,2021,July,Delhi,GST collected from State,CESS,53.5907506,amount in rupees crores,
2021-22,2021,July,Rajasthan,GST collected from State,CESS,119.0620806,amount in rupees crores,
2021-22,2021,July,Uttar Pradesh,GST collected from State,CESS,1000.330111,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,SGST,1151.5691219,amount in rupees crores,
2021-22,2021,July,Puducherry,GST collected from State,SGST,32.8902653,amount in rupees crores,
2021-22,2021,July,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2021-22,2021,July,Tamil Nadu,GST collected from State,SGST,2257.0079611,amount in rupees crores,
2021-22,2021,July,Jharkhand,GST collected from State,CGST,365.123207,amount in rupees crores,
2021-22,2021,July,Odisha,GST collected from State,CGST,927.5174742,amount in rupees crores,
2021-22,2021,July,Chhattisgarh,GST collected from State,CGST,536.4601481,amount in rupees crores,
2021-22,2021,July,Madhya Pradesh,GST collected from State,CGST,644.3884716,amount in rupees crores,
2021-22,2021,July,Gujarat,GST collected from State,CGST,2183.0561028,amount in rupees crores,
2021-22,2021,July,Daman and Diu,GST collected from State,CGST,0.1682008,amount in rupees crores,
2021-22,2021,July,Dadra and Nagar Haveli,GST collected from State,CGST,33.054649,amount in rupees crores,
2021-22,2021,July,Maharashtra,GST collected from State,CGST,5133.107199,amount in rupees crores,
2021-22,2021,July,Karnataka,GST collected from State,CGST,1797.4424069,amount in rupees crores,
2021-22,2021,July,Goa,GST collected from State,CGST,76.5710986,amount in rupees crores,
2021-22,2021,July,Lakshadweep,GST collected from State,CGST,0.4517638,amount in rupees crores,
2021-22,2021,July,Kerala,GST collected from State,CGST,522.6166131,amount in rupees crores,
2021-22,2021,July,Tamil Nadu,GST collected from State,CGST,1722.2633708,amount in rupees crores,
2021-22,2021,July,Puducherry,GST collected from State,CGST,18.973856,amount in rupees crores,
2021-22,2021,July,Andaman and Nicobar Islands,GST collected from State,CGST,5.9263008,amount in rupees crores,
2021-22,2021,July,West Bengal,GST collected from State,CGST,1061.1803673,amount in rupees crores,
2021-22,2021,July,Assam,GST collected from State,CGST,281.3961761,amount in rupees crores,
2021-22,2021,July,Meghalaya,GST collected from State,CGST,21.8990329,amount in rupees crores,
2021-22,2021,July,Delhi,GST collected from State,CGST,773.7629736,amount in rupees crores,
2021-22,2021,July,Jammu and Kashmir,GST collected from State,CGST,112.0738607,amount in rupees crores,
2021-22,2021,July,Himachal Pradesh,GST collected from State,CGST,120.777412,amount in rupees crores,
2021-22,2021,July,Punjab,GST collected from State,CGST,398.2684805,amount in rupees crores,
2021-22,2021,July,Chandigarh,GST collected from State,CGST,30.5825151,amount in rupees crores,
2021-22,2021,July,Uttarakhand,GST collected from State,CGST,226.8403377,amount in rupees crores,
2021-22,2021,July,Haryana,GST collected from State,CGST,944.6847972,amount in rupees crores,
2021-22,2021,July,Rajasthan,GST collected from State,CGST,858.4332418,amount in rupees crores,
2021-22,2021,July,Tripura,GST collected from State,CGST,24.5442768,amount in rupees crores,
2021-22,2021,July,Bihar,GST collected from State,CGST,357.1898003,amount in rupees crores,
2021-22,2021,July,Sikkim,GST collected from State,CGST,15.6395229,amount in rupees crores,
2021-22,2021,July,Arunachal Pradesh,GST collected from State,CGST,21.249657,amount in rupees crores,
2021-22,2021,July,Nagaland,GST collected from State,CGST,8.8937522,amount in rupees crores,
2021-22,2021,July,Manipur,GST collected from State,CGST,14.0881726,amount in rupees crores,
2021-22,2021,July,Mizoram,GST collected from State,CGST,6.9372645,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,CGST,855.6923735,amount in rupees crores,
2021-22,2021,July,Andhra Pradesh,GST collected from State,CGST,669.411257,amount in rupees crores,
2021-22,2021,July,Ladakh,GST collected from State,CGST,4.4402339,amount in rupees crores,
2021-22,2021,July,Gujarat,GST collected from State,SGST,2703.7391368,amount in rupees crores,
2021-22,2021,July,Assam,GST collected from State,SGST,355.6062732,amount in rupees crores,
2021-22,2021,July,West Bengal,GST collected from State,SGST,1346.3631929,amount in rupees crores,
2021-22,2021,July,Jharkhand,GST collected from State,SGST,482.4899719,amount in rupees crores,
2021-22,2021,July,Odisha,GST collected from State,SGST,1067.3549429,amount in rupees crores,
2021-22,2021,July,Chhattisgarh,GST collected from State,SGST,618.7361421,amount in rupees crores,
2021-22,2021,July,Madhya Pradesh,GST collected from State,SGST,855.9375194,amount in rupees crores,
2021-22,2021,July,Daman and Diu,GST collected from State,SGST,0.214754,amount in rupees crores,
2021-22,2021,July,Tripura,GST collected from State,SGST,32.6801977,amount in rupees crores,
2021-22,2021,July,Dadra and Nagar Haveli,GST collected from State,SGST,42.3063069,amount in rupees crores,
2021-22,2021,July,Maharashtra,GST collected from State,SGST,6092.9552433,amount in rupees crores,
2021-22,2021,July,Karnataka,GST collected from State,SGST,2263.525763,amount in rupees crores,
2021-22,2021,July,Goa,GST collected from State,SGST,104.9905925,amount in rupees crores,
2021-22,2021,July,Lakshadweep,GST collected from State,SGST,0.4778881,amount in rupees crores,
2021-22,2021,July,Kerala,GST collected from State,SGST,750.5680599,amount in rupees crores,
2021-22,2021,July,Meghalaya,GST collected from State,SGST,28.9810087,amount in rupees crores,
2021-22,2021,July,Mizoram,GST collected from State,SGST,11.3820592,amount in rupees crores,
2021-22,2021,July,Other Territory,GST collected from State,CGST,7.9720461,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,July,Haryana,GST collected from State,SGST,1259.7984128,amount in rupees crores,
2021-22,2021,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,July,Jammu and Kashmir,GST collected from State,SGST,182.9451717,amount in rupees crores,
2021-22,2021,July,Himachal Pradesh,GST collected from State,SGST,184.5983582,amount in rupees crores,
2021-22,2021,July,Punjab,GST collected from State,SGST,597.683564,amount in rupees crores,
2021-22,2021,July,Chandigarh,GST collected from State,SGST,42.0293143,amount in rupees crores,
2021-22,2021,July,Uttarakhand,GST collected from State,SGST,313.2202778,amount in rupees crores,
2021-22,2021,July,Delhi,GST collected from State,SGST,947.3441351,amount in rupees crores,
2021-22,2021,July,Manipur,GST collected from State,SGST,19.8369413,amount in rupees crores,
2021-22,2021,July,Rajasthan,GST collected from State,SGST,1144.6344435,amount in rupees crores,
2021-22,2021,July,Uttar Pradesh,GST collected from State,SGST,2030.7867182,amount in rupees crores,
2021-22,2021,July,Bihar,GST collected from State,SGST,603.2611046,amount in rupees crores,
2021-22,2021,July,Sikkim,GST collected from State,SGST,23.6731483,amount in rupees crores,
2021-22,2021,July,Arunachal Pradesh,GST collected from State,SGST,26.1455185,amount in rupees crores,
2021-22,2021,July,Nagaland,GST collected from State,SGST,12.4967081,amount in rupees crores,
2021-22,2021,July,Goa,GST collected from State,CESS,1.0861402,amount in rupees crores,
2021-22,2021,July,Chhattisgarh,GST collected from State,CESS,505.1194919,amount in rupees crores,
2021-22,2021,July,Puducherry,GST collected from State,CESS,0.0824988,amount in rupees crores,
2021-22,2021,July,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,July,Other Territory,GST collected from State,CESS,0.0006928,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,July,Ladakh,GST collected from State,CESS,0.0008807,amount in rupees crores,
2021-22,2021,July,Andhra Pradesh,GST collected from State,CESS,176.9655992,amount in rupees crores,
2021-22,2021,July,Telangana,GST collected from State,CESS,500.7154254,amount in rupees crores,
2021-22,2021,July,Andaman and Nicobar Islands,GST collected from State,CESS,0.0603712,amount in rupees crores,
2021-22,2021,July,Tamil Nadu,GST collected from State,CESS,558.4729842,amount in rupees crores,
2021-22,2021,July,Kerala,GST collected from State,CESS,2.8597751,amount in rupees crores,
2021-22,2021,June,Maharashtra,GST collected from State,CGST,3814.7574859,amount in rupees crores,
2021-22,2021,June,Ladakh,GST collected from State,IGST,0.9933731,amount in rupees crores,
2021-22,2021,June,Goa,GST collected from State,CGST,65.4961552,amount in rupees crores,
2021-22,2021,June,Karnataka,GST collected from State,CGST,1237.1929537,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,SGST,410.8542455,amount in rupees crores,
2021-22,2021,June,Dadra and Nagar Haveli,GST collected from State,CGST,38.7214967,amount in rupees crores,
2021-22,2021,June,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,163.6914976,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,June,Daman and Diu,GST collected from State,CGST,0.1029998,amount in rupees crores,
2021-22,2021,June,Other Territory,GST collected from State,IGST,112.7992648,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,June,Uttarakhand,GST collected from State,CESS,5.7704609,amount in rupees crores,
2021-22,2021,June,Jammu and Kashmir,GST collected from State,CESS,5.1323599,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,CESS,0.7821791,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,CESS,17.5593798,amount in rupees crores,
2021-22,2021,June,Chandigarh,GST collected from State,CESS,1.3818326,amount in rupees crores,
2021-22,2021,June,Madhya Pradesh,GST collected from State,CGST,437.9799754,amount in rupees crores,
2021-22,2021,June,Himachal Pradesh,GST collected from State,SGST,119.8741577,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,CESS,155.0901765,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,CESS,62.323757,amount in rupees crores,
2021-22,2021,June,Gujarat,GST collected from State,CGST,1739.5541133,amount in rupees crores,
2021-22,2021,June,Assam,GST collected from State,CGST,187.9134895,amount in rupees crores,
2021-22,2021,June,Chhattisgarh,GST collected from State,CGST,439.5712671,amount in rupees crores,
2021-22,2021,June,Odisha,GST collected from State,CGST,743.1637031,amount in rupees crores,
2021-22,2021,June,Uttarakhand,GST collected from State,CGST,154.8933044,amount in rupees crores,
2021-22,2021,June,Haryana,GST collected from State,CGST,678.7003331,amount in rupees crores,
2021-22,2021,June,Delhi,GST collected from State,CGST,497.1287902,amount in rupees crores,
